study_hours,attendance,previous_score,assignments,sleep_hours,participation,final_score
2.5347171131856236,79.81349392410266,71.09316400143854,6,8.224311637448164,1,72.34732855118571
1.5854643368675156,61.50044186438515,65.51628676785849,5,5.119912729325406,4,66.82037413071458
9.539969835279999,56.02834428886394,93.46029312973454,2,5.195712727172616,7,93.37745091568488
9.690688297671034,53.84766008146046,73.46899999830566,7,6.561501734435403,9,90.32404855365425
8.275576133048151,84.81443879390699,59.222850464775036,4,7.867860508653601,5,79.96055449505702
3.741523922560336,66.9937481884033,46.275268168836334,1,4.220201896942322,2,44.53199332552223
1.8790490260574548,86.23833857643808,48.3185755804214,4,7.466675768673533,7,69.28516811789527
7.158097238609412,53.26781703994712,52.39243114731793,6,7.241179486910485,10,87.31276047972182
4.961372443656412,65.76451689153052,53.803166373716394,7,5.1574004795649415,1,76.26056597114946
2.0983441136030097,76.97456461876686,86.78388318126258,7,7.406765066206744,7,86.43532433676559
5.456592191001432,89.53615824194819,70.86725335553888,7,8.700915956260413,6,95.77246365186531
1.3094966900369656,65.9376251466035,68.78650012559015,3,4.2339292248588425,7,58.72201896230874
9.18388361870904,81.29456882185045,46.31228795280696,6,5.598260276460312,10,84.90077503781319
3.3290198344001523,94.29888741180935,87.30768313421892,8,6.190883583331776,3,90.16075069854895
6.962700559185838,80.79315940911523,79.75478667646661,4,8.496301794623449,3,89.18527242242007
3.8053996848046987,61.64797373768169,43.72175990450009,8,8.811307233045785,7,71.8793375601598
5.680612190600297,51.220039077826904,78.93093034763729,2,6.220576232481662,2,71.03010559857728
5.920392514089517,93.50494369504649,69.89460195384554,10,7.750142060710956,1,91.1665936228781
2.6636900997297435,51.063470542519354,44.494894016072806,9,6.658305118822415,9,73.70754025853478
9.726261649881026,93.73508363420997,65.2065352840761,9,6.688914673706883,9,100.0
7.976195410250031,76.4468567013606,66.65829579215259,8,5.390497575331782,7,94.88230327037715
9.455490474077703,96.95338492564481,49.117599708980165,10,5.084781229319398,7,100.0
9.053446153848839,89.93916178868326,92.01339808501552,10,5.440026729620206,3,100.0
6.381099809299767,99.89670552666686,86.74864543143642,1,6.781640036285396,10,92.45529308668105
9.296868115208051,67.53559077258551,76.79622855310096,2,4.145775930110445,2,84.98178133703202
1.7964325184672756,88.35941444655634,65.42625585503339,6,8.53624472178203,7,69.34211009378832
2.763845761772307,70.0965456804621,62.64710478714797,10,4.781418547748881,9,83.59303669016253
1.4070456001948426,73.99378101519544,75.80354069330248,5,5.100443384356932,1,57.07864998256601
3.927972976869379,81.37527316091851,69.9987528173798,9,6.591380882238232,4,82.94769802313257
4.498095607205338,93.68385570931693,43.42502082350371,5,7.550573831686396,6,70.13881207672715
3.442141285965063,99.20417345996475,68.18764568236824,2,4.478645273721987,7,77.63873340080939
8.458637582367365,88.41367069322591,84.35219894780617,10,5.588473487735811,10,100.0
4.210779940242304,70.8883391083667,65.2581932678327,4,8.843373027871785,7,68.46438547861514
3.5284105871864266,71.06785011385351,42.85761176548476,9,5.311714833904729,10,76.26757139693946
5.884264748424236,86.87911507944457,83.24530096612182,1,5.565250725315734,2,75.08407519442868
2.2683180247728636,61.938857288415115,51.075008017478595,1,8.182492453090168,4,59.05414725969689
8.219772826786357,55.52370565656973,54.22414591884213,7,4.251072158452276,5,78.27639656822056
1.6709557931179373,67.73110788203883,49.05884943877628,3,6.323065844044854,1,53.11641242442027
9.881982429404655,64.36194958270409,58.16182856793236,10,5.898083822258352,1,83.4033137298486
7.9502029236699165,64.81540602279951,81.62133281287493,2,5.582933799543255,10,86.25819940362229
2.7884411338075514,61.680387552495496,68.56622227271656,9,5.428497970223823,3,68.0189028747157
1.0496990541124216,52.104659481818096,51.26847007828919,3,4.456870524302046,10,59.359609485707836
8.339152856093508,50.89369673667069,88.28065429836224,2,5.574129146758244,3,89.20012634266067
7.361716094628554,99.38611948680158,88.3770020223341,8,4.215262013578343,8,99.65303211826695
7.561064512368886,71.38865668679311,87.88181337753038,10,7.904819318222176,9,100.0
7.941433120173512,69.21633235798409,53.13379162598466,6,5.991138969790058,1,65.06796140027274
1.6664018656068134,83.9823641346535,64.81816392995435,6,6.219519161599558,2,60.32972616210595
4.226191556898454,60.912694393253204,94.17443108774813,10,8.467972932250657,10,91.5418798010373
2.0428215357261674,97.49805919751127,82.46068619704947,7,7.290274919306103,2,72.79195104762613
8.767930832880342,89.3172507207776,41.49420816740579,7,4.040295516710599,4,74.57843160520015
6.609683141448022,54.47055011561297,43.58625251932706,6,8.715874114806425,2,70.8827440105072
3.9780822236738427,70.87903878924642,65.5162257246783,4,5.185722329888556,7,71.10006921321978
1.5720251525742128,93.95591537810824,90.00711132238581,9,4.538070923799294,9,90.44264117690956
3.79884089544096,97.2366011145705,69.62859888739928,6,7.840640891904411,7,88.76868689806723
3.9266498982407234,73.37007556249348,67.37968794188596,4,6.50238657933359,6,74.7358309102019
7.566455605042576,80.67056946053539,45.80105349761468,3,6.168852830090088,10,84.85504661526866
6.738017242196918,58.35169730460376,76.12290575983617,4,5.247515398413709,1,73.54484703588672
8.98491468318694,99.55843130684883,85.2156738330124,3,6.7373574493115935,10,98.97222822561022
5.249934326457543,61.58358506917217,60.92310041291593,2,5.371923026012937,9,76.92977832130316
2.0763482134447155,97.13658870675629,82.65865180089301,5,8.507915026435338,5,78.50607430986548
7.419203085006955,82.48233244961843,93.04621596454464,2,5.076022398665964,5,84.84240885986993
7.847065437552077,80.38683974394296,51.2071552520229,6,8.421775752278768,6,85.29259696010676
6.051494778125466,75.63442555082543,68.78312971571077,3,6.797027128636785,9,78.67015865473574
7.938704619591049,61.53349058588793,55.79258769465166,6,8.142440669476205,8,83.38218095790224
5.444160367279517,58.82640160027542,83.60699304686116,10,7.564229979304775,8,94.1860286554309
5.704595464437946,61.02431045350877,71.76763512346366,9,7.483475557183743,8,89.81372055331768
4.847869165226946,59.32191310721272,74.9020329652667,1,5.621729038475278,1,59.4223760166745
1.2287721406968566,88.97922367833766,83.88527877887418,6,5.169484657361018,1,68.22192770689826
1.97102284293974,67.5062629583365,61.77837599643502,9,5.054431138403941,8,77.93816202941076
1.2828626711806081,52.89213382816982,90.32995376238738,4,8.285958285297944,5,71.4550641613875
6.727693701374023,98.45513150704056,69.3165876985377,2,8.1021341012951,9,100.0
3.82920382968694,94.18929424817128,48.68751525594414,4,6.202867640061537,2,72.57907389945328
5.577136220482325,96.38761415976064,78.27445149928414,1,4.662023067482273,9,90.90785863641854
9.168098265334837,99.74539113232177,83.629374274104,3,5.911261259887292,8,94.78284208262964
3.2436300623398746,58.69476246097437,57.421892238713966,10,7.096717270684557,9,81.21826211466477
4.693446307320667,69.81210094513294,87.14485913493141,9,6.272015772399764,4,86.34054661938644
7.799960246887438,87.91192378520456,89.83787901211716,10,7.900946342414975,1,98.16715666592818
3.059183489424602,84.8010309026896,55.22974680577949,5,8.988114111256927,1,68.23641038988859
1.6928191884591368,57.69479531699275,94.09368099933721,6,4.9556604422444845,5,77.11666285969552
3.6077630762239123,90.79165624953089,47.73913404268171,3,6.298254098297862,2,65.93231225931198
2.4509915852860398,61.22202859183304,51.11086176213695,5,6.15491950960411,8,59.40983402345812
9.367278871083158,61.19088074113115,50.132366158091436,8,5.522462663744754,10,94.18064218557213
8.273083416079754,76.84872114467068,89.16943405043287,6,4.990477583601448,5,92.04327232528007
6.700633808593811,79.64699674208515,75.9860903778729,4,4.3284605824482965,5,84.02065842082797
8.84314531168946,79.00431039189056,48.36573557722501,2,8.435596586118493,2,75.5273672338026
8.23304869209203,54.574341869887746,64.2177880102592,9,6.099243488431588,7,87.72386957709222
2.6791305299743224,93.87304313151901,73.84139137883912,1,6.4844775925002445,8,78.76583182309919
9.0330309864098,63.2800021294353,44.59052467441608,1,8.58471024100458,10,75.40951876955896
5.854080177240856,56.47574606414021,88.53290026240363,4,7.881452387579739,1,87.4751198985633
8.266961396476564,94.43740399344887,84.19819444928444,7,4.652506320585921,2,86.32667921915493
9.06482169931144,97.78257491148767,67.7863725467151,1,6.827099838038712,10,92.70410063892093
3.8620312747467747,93.10638086327253,93.19196383925437,9,6.211261382597796,4,93.84219721610398
1.9904673207490908,90.4758037362439,62.97685386013048,4,7.986055362893814,5,73.53987794242428
3.051416462877475,82.7620990319511,94.12606754700738,3,7.621162738059747,2,76.80768192327402
4.843970097636307,77.54286853045696,76.73559993419948,1,7.452028609555359,1,70.64016249704062
8.362132893302437,54.34933799557051,74.90692002896678,10,5.702724177399484,9,98.44662979297588
8.74657524930709,70.42266065353493,49.127519241268175,4,8.024818651996274,1,75.10949391045673
1.0625691747807164,68.6344258506157,88.50602670675542,9,4.261956477974306,4,80.85128610200931
5.596725723198092,62.98768918801631,63.51193283563383,10,4.7981245071608365,2,81.16114603738905
4.7566990283390105,86.17100568442925,48.922837318036365,6,5.678116364889559,4,76.7780796873548
2.9989702942365724,74.79378675393855,40.693413598666744,6,4.384037205346407,8,60.09130591922204
2.0787883060031453,54.0523107953824,70.78656260011104,1,5.174971387673458,8,60.40276879253884
4.038536542632651,61.009160097490565,69.0069792167472,10,8.15075491498959,9,83.96876754951818
9.486187335212673,84.16293818297979,79.56444923030372,2,8.741257688950396,5,90.06010459249234
3.908826388186797,53.80654297451501,88.96419291597911,6,5.523011778870952,7,81.03941512738162
5.669115595690295,92.56034570243844,44.36736215536662,2,5.322579019944191,3,64.91036019810392
7.3271706300566,74.75732635069872,80.23230696871994,3,5.3994632612321345,10,93.92863332737977
4.272666421413646,74.0293288663324,50.30765692536702,4,5.388595436754219,4,59.770649026985055
9.746038744488645,79.62038923297588,87.19973792364402,5,4.179650910929865,10,100.0
9.662025654479,91.23404829625746,85.04849326239108,9,8.63458173165554,9,100.0
3.2660406624282774,67.39046039510966,69.74365652420494,4,5.068490707851642,10,75.2210192633878
5.475236553031469,83.90080762795318,79.06335392428213,9,6.100020370407025,10,100.0
3.707904788350927,78.28659819978955,57.28925622510616,10,4.048434413704839,1,68.14183585649161
3.5635644493972087,63.35141350847107,65.91423444130481,3,8.289775454575285,2,69.05064745150612
1.3319825261907952,93.9314993177579,85.19002937407595,8,7.655786722274586,5,76.80520142221093
6.486079005819072,89.8713010803464,65.25958584452677,1,8.733780175868516,3,85.86128600490949
5.524111209059753,82.92259173292128,59.6789045928993,9,7.908077395981995,2,82.06942188873512
1.463308761249904,92.52908645471209,67.1816845987665,9,5.568532560260326,1,68.32226302741194
3.507818178129503,93.36471004799012,85.55370888404701,10,5.239366793642118,10,94.55188808730743
9.174392973699883,85.41814883575174,58.436442605398,2,7.488581537766464,3,87.46364892665694
3.1560570160027517,91.85066641818361,49.55688762246591,4,5.820563875052497,1,59.874035736217536
2.304053848821008,84.87357308346418,79.16077111819294,8,6.831075078763083,1,72.12111134034579
5.405074842498067,84.00703858801502,85.4288016989445,7,4.031287355132351,1,81.74066913634218
9.870854086995406,80.93056891075922,45.535061318794334,1,4.309428508402377,8,75.30709389480657
3.178497443603504,87.63583197788206,53.19307620157696,5,6.676839705908256,3,76.9415862414503
7.049219926652907,57.93025526465368,47.80845943685466,7,6.830358232240826,1,68.0615696751885
7.854576537958458,94.04353795994642,59.136777637019165,4,7.757264722296718,7,94.08783493001744
3.1387378959315972,93.5921763872616,64.7693038397977,1,4.659826598119809,10,74.69069114489805
7.553947137506736,51.462364151727954,81.18544853298187,9,6.565915418783894,3,82.68558460336989
4.3100481944732785,91.29083752823814,75.81311716849208,5,4.972238222158443,8,84.32990965054638
6.690752475342215,56.44349337367226,74.1510712113137,2,4.4659805978134735,4,76.32200018777172
6.7017673968480524,66.7559427129571,59.38062206353099,8,6.052478970302773,4,79.48867788589051
5.821972156672826,87.1754128145804,86.2796154196618,2,4.816683240445286,5,89.23988304024562
1.8126079304896747,58.03799480241541,65.92079420689905,3,5.108909890961593,6,64.93608731935845
8.51772246030314,90.8983512059531,93.85077159083349,10,5.587772899347509,7,100.0
3.8870205847456223,91.6067088978871,74.87781760626552,1,5.296942003715982,4,70.06863328325258
2.678666593598688,75.37338668804182,46.94456078604765,2,4.437956487029732,8,54.948686976045494
1.3669762739928752,50.31929358584168,77.18976591414886,7,4.4495812242985116,6,62.778813485875695
6.318036488694176,64.35190665874563,57.880720848743444,10,4.966247076170841,1,77.44779020733358
7.098079256580542,80.84634591878711,77.74799581773536,2,4.252795939797695,1,79.89935229310525
1.1492904603507053,99.05930890137117,43.83026314893232,6,7.132285098384635,9,59.62771878310362
5.608837524693529,81.59067635083342,49.61847904467777,3,5.43663358254451,10,76.48671690191193
3.0384619767814414,62.99017905320799,87.06554923981824,4,5.398729838845355,6,74.72504889304398
6.806555113685048,81.70028515498056,52.494875636293315,8,5.659991471188826,10,87.49021329211402
2.569297861044923,76.99926898579278,86.03726188836171,3,7.313981371048609,8,84.94110305663756
7.218439642922194,88.99226975755718,55.360184864992576,10,8.353169407417454,7,97.14152084957509
4.480618116704837,55.34903194134792,75.35850505322892,6,7.795434662778192,6,84.2009833072643
9.43056989863061,88.05139512510141,78.1782815430407,1,7.637646151125475,4,90.52480056660575
2.2376884973139393,77.06332893380551,68.1960114229779,7,6.421955928004246,7,79.85684511397434
4.069597159452327,98.14960019294973,56.79208721832022,8,7.469027784837059,9,95.06778181048114
2.021261691165302,67.0936083019343,51.69544070041029,8,6.763811840167916,10,78.25287048065431
9.322242564507064,81.6310946566974,41.82541450093344,3,5.081252640932645,10,79.13394110681124
8.896054180428829,96.60140527550087,56.71705206823981,10,5.042941838705254,7,97.86404353503899
3.3214746494364005,55.12548639953396,75.92395347922056,1,5.481960034376417,1,56.77531577304732
6.939856414307611,96.86142436182256,91.60676501466655,9,8.554013354849065,10,100.0
8.354999801810942,84.39428611504067,87.91624652446785,6,6.737074201898629,9,100.0
5.996807304395161,53.39185295525859,82.13356270944163,9,7.669526885009347,4,81.86019561518535
5.766855205204059,65.04817834734081,83.36460387893143,7,5.732793799082738,3,82.91220792874078
3.1766706181040654,85.40860443226407,76.57416969117975,1,6.038578853326126,4,59.92206454683657
1.837924910253093,53.36753007343859,54.31577716613016,1,4.627827893186257,4,56.00373217946018
9.074941821579941,79.10852300881366,89.89572668882064,6,4.8564747891083515,10,100.0
9.103762514469974,67.29415284764784,76.89027715482086,5,8.136782774130728,2,89.3625252328624
6.697913115459412,81.04577588837385,70.82423470392419,9,6.92419315844441,1,85.21961005334927
4.051268119438307,52.28710169062564,46.10442080674146,2,5.687662329419094,10,67.779927267817
4.142886171513948,93.57684030761882,64.5880549093534,8,8.01425604497773,1,65.45541164771109
7.533601109832154,98.67444845886985,65.31970491610595,5,5.232599528189915,8,92.38085998141135
9.073992339573193,98.44389276428458,87.55099852374684,2,8.88016349300102,2,96.22686939861465
8.983777818386056,87.48259158714623,70.06565211032836,10,5.724088038730849,10,100.0
8.018879912718614,56.5043120065316,60.922030193372535,6,5.686554770756138,5,88.82311580640342
6.77828481538859,87.91315979645113,93.72401806808627,10,5.559559527683526,4,96.03946295251342
1.7572596849554394,51.229345822940076,46.089632632947364,8,4.61055757962144,8,64.28002539793266
2.454658426851524,51.106177576449866,63.240163557156954,4,4.555685736660062,2,57.01152659986245
9.086987696743714,66.18051095747705,42.31135713442729,2,7.240525172670617,10,87.16318726199815
6.457861536936309,74.43215952023328,80.69472664218117,5,8.375590222790235,9,89.56442361453337
1.0827734645496667,88.52037089038966,90.49421037095328,2,7.952602551358368,7,72.73914480181963
1.913243885794289,84.16476883032526,55.40205312527692,2,4.7055379701067555,7,67.75752996630484
6.971515921972502,72.29513531883742,87.20879222395165,6,6.727910608960332,1,88.56592602462081
1.0455542546159682,63.68133331408329,56.07200267540438,10,4.5279577298832,2,52.88546802525966
2.4472724627574878,99.85622500788556,90.09235889041534,9,4.2264732180653874,4,83.66814739763826
5.938604104299275,71.30906511179865,81.46790469782312,4,7.2819292969238365,4,84.17068780124971
7.227056779234239,72.56935121648377,84.26987272627912,6,6.675761668401751,3,92.78254637215603
6.867651335523405,58.181191059583455,40.990360558024996,7,4.4101184260573545,7,69.40884312686741
3.018423785145038,89.74047743749647,92.95456963907142,6,4.174696232029942,8,72.22790637142947
7.409612992127823,84.68411128907442,79.96690456386779,8,8.948782067046674,2,97.35318139173764
3.135241787471201,61.03848063943802,56.76131024623733,4,4.15010666074536,4,53.380307319481645
3.9285972834334095,54.11905228079213,85.61670656723658,1,6.2226412652507985,3,56.517349493669805
7.718422646062217,84.02496510373565,55.483665912821145,7,6.523095123038478,2,68.84225778172573
6.846696091424932,82.72556071405677,88.00146117613704,3,4.586400739002225,6,92.37829490442789
8.6430106944476,63.662976349910466,46.19192147265654,6,4.845308892198581,4,77.3003448304736
6.91851603070309,97.54317811252051,78.70272876034377,2,5.759025032051762,6,87.51804081485024
6.114777430019244,57.55289458904501,69.73841621547007,9,7.808379381068313,2,87.79450280861562
1.8430729104528323,71.6167400521301,45.30939586074925,1,6.535412120301333,4,55.31372783106995
4.309442227534902,97.18079600837994,53.30416055423615,6,7.189509372764808,6,87.35099146505674
3.386821309135529,70.98636584630611,40.68222199525231,6,8.925872775453374,5,59.10802850193983
3.195906790411752,81.92629738320429,65.78223810054783,5,7.840027176566048,3,71.86035210902429
9.75709499277201,69.87971989813971,56.569589341800025,5,6.1718074907060885,8,81.72881183844697
4.537879522000844,63.7107601174335,72.90966163637674,1,6.2322096089827435,7,70.04500811779818
9.02841899659402,99.19888239799141,56.34807942397394,10,7.093860385205025,3,96.05758650404242
6.680247633975366,70.46670031575215,56.49555113288416,5,7.326826042094522,6,82.59075510578347
8.153301731874835,94.70496018395673,80.87562593023819,2,6.503554629183356,4,90.9739883520899
5.523733837946729,61.49773029455431,42.64785597880944,7,7.224306114074899,5,73.71372548553656
6.192134961637232,60.655235201254165,89.65922473555929,3,4.117662472070494,5,83.25580548043595
5.432659244369775,51.55670414422557,86.87451309151498,4,6.14811431948422,7,90.9159910575959
2.7571868901824006,82.58334126879424,76.72925757745236,3,5.394690380367384,5,70.09084324379084
7.502069037353548,68.42631718618806,72.62718635590613,3,4.645872226215552,3,73.07306035605846
3.526951261967702,93.21791249198185,89.07663739768087,4,4.497732564043876,10,88.79030563871278
1.2188436978830846,73.66049533457786,50.19315987407929,5,7.015960828073338,5,56.14382157559709
6.80925066316451,98.40967139573608,44.34330392049557,1,6.618002735763058,7,84.47813278854674
2.5939961146634403,59.27627578515606,53.1730593450246,4,5.267920584981846,5,57.06345845129363
9.464127259176228,93.43115839778054,83.70180532851046,8,6.354750293862573,5,100.0
9.585357193023286,88.82984263958708,41.90686466995658,10,6.461161575912041,9,95.53551784360789
9.233779511984036,88.5460922322026,72.05437592959193,7,4.975044902193079,3,97.72402518891121
4.331428302298999,92.23916140584438,94.74906339052205,9,7.260465309408254,6,96.38797783829165
1.1391095487598069,88.05119954714993,87.06328516106467,5,7.904596781930453,1,69.29854102071808
9.354867063289529,81.31101608157077,68.67951289739742,10,7.957317704447595,10,100.0
4.8536573348558285,56.56224388411938,43.50025001076533,4,7.012349153517276,5,58.65812042957373
9.699893371393026,51.6263089745626,85.72554329121404,8,6.55819291259507,8,100.0
9.672579793803276,96.04239239078434,72.94381794974657,9,4.305035715026975,5,100.0
8.677085099206241,80.8325157260369,46.32131483827617,7,5.439156494258029,9,81.03432536469727
3.6500400286262713,89.82686454880881,45.16215066528459,7,4.466357233890849,6,73.7812486968511
4.465879557417328,74.0761175756275,90.02947506901259,5,8.819115804392368,8,84.07056176730339
8.660230043651712,55.86540944811972,76.80601446159432,4,4.6754007311288035,10,93.61846218984189
3.852298046406499,56.259289610127524,85.61077396242155,10,4.75887704925551,8,80.13110941825953
2.5254347201748324,84.27826436144858,88.3438395155247,1,8.44788309165246,3,76.57794233221703
6.0112113621251515,71.51529474497313,71.44747936265773,10,8.719641417382288,7,98.56788229840481
9.425392967447028,60.02623633501683,68.45954934652727,10,7.829145196174549,7,100.0
7.264268170074757,74.57972733707184,63.67350756765446,7,4.027024618363349,10,90.50707185272516
6.1305505308042845,53.21044685375671,57.43206232851156,1,4.0067313547828185,6,63.34571176096539
1.8745884439369167,79.09857009571994,63.902777847229146,1,5.890503848937254,7,60.67278606953397
6.535065040292528,63.449670221754886,82.56338106515861,5,4.716976850054463,2,86.33694635326181
9.91048465093837,89.87795503185941,73.10578870583224,9,4.091930710757986,9,100.0
2.260756137128716,65.51809794617868,89.08878094751654,6,6.320333447022524,10,76.47786930873414
5.664966871273631,72.76100745409006,64.38590079085532,3,8.715309487034858,10,86.26237191634178
8.8963576473516,50.58102699540503,73.38992682953148,3,5.619097874512157,1,72.35921793982175
7.66691755978784,53.62234438972794,74.72191542005939,7,7.305703392143482,1,76.81439507862915
7.273141668957412,69.62467782033424,72.54334392684791,6,7.261176765662204,3,77.25892029116592
7.322356755883983,73.99694173585618,78.64485751970341,9,5.255400518325839,3,87.93285715453543
4.2354203609777965,80.00102740596519,53.058840760614345,6,7.252126244119322,1,68.31566332527657
3.64232659838044,64.58312893546517,68.18000776501849,5,5.061669871434456,7,73.11289325650202
8.284250399306622,84.74909430632712,45.73236415445912,10,4.610037067884445,4,91.2129205179442
8.291020552112627,93.00611985946023,61.148123020464695,7,7.50691642779845,10,100.0
8.803650867220934,88.99254944466749,66.82168877416954,1,4.567204085519584,2,79.5595240215427
9.219164973008242,51.980941267417855,75.87233427500098,7,8.984546092946776,10,97.7016149431777
5.60208158974844,74.02534736289145,92.2792078922412,3,4.917262005751146,5,85.57835372257968
5.513646652184796,55.246508920908745,73.03580866015957,9,6.9707093137822875,6,89.94866034626256
8.184656610700976,62.10225079312637,80.8976653897108,6,6.056872857062947,9,94.88215927126224
6.849675376999887,99.33312966335733,67.84463327223615,9,4.631932112028336,4,89.71420803309793
7.31770189531933,57.12477714507566,74.87572172569821,5,4.139219537887067,2,71.51569210868062
8.16213402492491,74.9444076725678,43.90127188735754,7,7.113661411464166,5,74.97558424289485
9.010048076358096,80.90778671590596,53.991536946301586,4,8.03378781894563,3,87.11926501841957
4.041956411663822,85.12324852720519,59.90192012628263,7,8.21007830753372,2,78.37232433672321
4.380246573759496,77.98243417434571,65.98713452535824,1,6.413567365384672,1,67.73223033965829
1.845837458567821,50.48854237095918,42.5106810026311,7,7.887277335911928,10,62.78236642351579
6.204521268965566,66.3230654121996,47.701325365432474,8,7.364235667442724,2,80.68870343474946
1.3234804641706788,75.88558216923558,55.224786928521816,5,7.621272637495666,6,62.171192524375144
5.190382163192141,54.39332495724167,93.43429799955778,2,6.462995026109071,8,85.71082324087715
5.883801712368189,67.53134656045904,58.224085390667796,5,7.167058701210635,3,72.98601589021598
3.5788712691545594,51.66015543956833,66.51225819616454,6,8.027629567880286,9,71.71681878049694
6.317499345121097,53.928924857751035,50.785374200611614,2,5.989420877785115,9,72.96168263438904
1.2745022494514449,69.8461638100798,73.59290390916726,6,8.029894504337918,2,68.52063916684072
1.3361336987429298,56.63578770215302,55.43757685337859,6,6.960084213945314,8,64.9154479307295
8.403405045936925,78.3770424130779,51.38459181411347,1,4.8295051218539315,10,81.52498010815488
4.241715772701366,84.47324845686329,68.41149456452885,1,4.123420786122923,5,69.22143790744379
2.143544613866963,90.02933495545415,40.30281895382315,10,5.8137680019957605,4,80.59958218065047
5.700189340493239,60.007512212240506,40.42152179570739,3,6.733481641481699,10,75.40474357049999
7.9299419778874976,58.37412911295349,52.04878450060218,10,8.199101761017442,5,89.41366902305663
2.9423892474715885,55.228392016720015,42.01967493754516,10,4.637428400701231,4,62.337576166453744
6.606014282371002,81.82151247718184,45.94141647718803,3,8.001031738417897,8,83.48973447482551
1.768127184943912,85.32378632434506,58.63733571363134,4,8.315045230336136,4,68.86341474798236
1.4651354905174694,51.5793072412821,84.14221237688972,2,4.753437435004169,10,66.62446881265866
5.782191684113332,96.81061231218449,71.46267538531154,9,8.257971596521095,6,94.00131448543668
5.865716094490959,52.59856418257362,68.1967249276029,10,8.95726783921396,2,80.56832420467781
6.736869113483859,77.06481676505352,56.141885276446686,7,7.634194155241188,5,67.40853685432221
7.534822003503954,85.45302597254582,91.2464545688049,7,7.92384840912494,6,100.0
9.782668715162812,93.54845618730428,61.83582726804554,6,8.972076337794366,5,95.907355673373
5.646703134710758,85.70434660662139,44.79010217376743,3,7.027406252629727,2,75.93348806065038
3.9066082564712135,90.08640415348958,73.93865838647906,6,5.539431910081247,7,83.15610850719374
8.156675752918332,66.97250962714031,46.26111164121308,8,8.187654170380277,4,76.44738081267012
3.437490261358668,90.7412556873256,58.987272854093064,8,7.072428887558156,8,82.06635832175753
4.950742786350725,54.00574231923376,67.90765662947949,9,6.905977118604783,7,75.6967154524707
1.7061074320803935,94.74083280302638,88.08223885768467,1,5.268177777570191,7,77.16752895331993
1.2281566907391177,77.37961880768681,67.14506191870653,1,7.781671347914433,9,68.0665546152982
9.663835732101326,90.86488849812469,78.62423213174154,3,4.408336379300481,1,94.12374510178651
8.523821084609853,72.615914225915,94.60492614494888,3,8.621435353973306,10,98.00419235654091
7.263767854843282,82.17888475982625,47.23190159438899,10,5.629117303852423,6,86.86634809751571
